@relation 'reduced_clean_mobile_data-weka.filters.unsupervised.attribute.Wavelet-do-not-check-capabilities-AHaar-PZero-Fweka.filters.MultiFilter -F \"weka.filters.unsupervised.attribute.ReplaceMissingValues \" -F \"weka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0\"'

@attribute Haar_1 numeric
@attribute Haar_2 numeric
@attribute Haar_3 numeric
@attribute Haar_4 numeric
@attribute Haar_5 numeric
@attribute Haar_6 numeric
@attribute Haar_7 numeric
@attribute Haar_8 numeric
@attribute Haar_9 numeric
@attribute Haar_10 numeric
@attribute Haar_11 numeric
@attribute Haar_12 numeric
@attribute Haar_13 numeric
@attribute Haar_14 numeric
@attribute Haar_15 numeric
@attribute Haar_16 numeric
@attribute Haar_17 numeric
@attribute Haar_18 numeric
@attribute Haar_19 numeric
@attribute Haar_20 numeric
@attribute Haar_21 numeric
@attribute Haar_22 numeric
@attribute Haar_23 numeric
@attribute Haar_24 numeric
@attribute Haar_25 numeric
@attribute Haar_26 numeric
@attribute Haar_27 numeric
@attribute Haar_28 numeric
@attribute Haar_29 numeric
@attribute Haar_30 numeric
@attribute Haar_31 numeric
@attribute Haar_32 numeric
@attribute price_category {high,not_high}

@data
1.50357,0.285775,0.395415,0.861111,0.188007,0.416465,1.217795,0,0.003278,0.537898,-0.26274,0.010184,-0.277778,0,0,0,0.683458,0.678823,-0.540729,-0.044353,0.329983,0.217685,0.082373,0.008913,-0.392837,0,0,0,0,0,0,0,not_high
1.75992,1.406366,-0.653755,0.25,0.043138,-0.110189,0.353553,0,-0.176923,-0.5856,0.072063,-0.274075,-0.5,0,0,0,0.4569,-0.707107,0.124784,0.324407,-0.193613,-0.350973,0.396383,-0.059421,0,-0.707107,0,0,0,0,0,0,not_high
2.39698,1.002409,-0.15498,0.986111,-0.700051,-0.013203,1.394572,0,-0.610635,-0.031151,0.495456,0.372725,-0.027778,0,0,0,0.013243,-0.537401,-0.291162,0.224297,0.036197,0.44225,0.155891,0.564497,-0.039284,0,0,0,0,0,0,0,not_high
1.897208,1.366878,0.245918,0.375,0.209912,-0.043818,0.53033,0,-0.374582,0.047913,0.074914,0.326759,0.75,0,0,0,-0.67116,-0.141421,-0.582323,-0.650082,-0.654074,0.052911,-0.017716,0.187175,-0.353553,0,0,0,0,0,0,0,not_high
1.568574,1.097169,0.042291,0.333333,0.154075,-0.564768,0.471405,0,-0.327425,-0.795857,-0.120796,-0.267547,-0.333333,0,0,0,0.526901,-0.424264,0.041595,0.224297,0.081654,0.252592,-0.196083,0.291162,0.235702,0.707107,0,0,0,0,0,0,not_high
1.623585,1.053971,0.598595,0.402778,0.046536,0.059211,0.569614,0,-0.561137,0.198714,-0.320183,-0.507952,-0.194444,0,0,0,0.507509,-0.113137,-0.415945,0.56011,-0.143105,0.417608,0.054416,0.121813,0.432121,0.707107,0,0,0,0,0,0,not_high
1.386511,0.836539,-0.957117,0.388889,-0.235616,-0.317529,0.549972,0,0.140803,-0.474014,0.685001,-0.250444,-0.222222,0,0,0,0.199125,0,0,0.356088,-0.194454,0.173243,0.369439,-0.017826,0.392837,-0.707107,0,0,0,0,0,0,not_high
0.974897,0.758836,-0.072658,0.152778,0.327611,-0.241966,0.21606,0,-0.231706,-0.344982,0.325371,-0.23423,0.305556,0,0,0,0.40771,-0.678823,0,0.173609,-0.037881,-0.108067,0.030665,0.163407,0.432121,0,0,0,0,0,0,0,not_high
1.495064,1.062944,-0.798128,0.305556,0.229522,0.172031,0.432121,0,-0.292375,-0.284208,0.155852,-0.368608,-0.388889,0,0,0,0.265342,0.678823,0.041595,0.286391,0.10775,0.021744,0.438656,0.014855,0.157135,-0.707107,0,0,0,0,0,0,not_high
1.473396,1.021634,-0.157109,0.319444,-0.10627,-0.014743,0.451763,0,0.728428,0.238931,0.716411,-0.356625,-0.361111,0,0,0,-0.384061,0,-0.623918,-0.019008,-0.235702,0.11749,-0.355725,0.273335,0.196419,-0.707107,0,0,0,0,0,0,not_high
1.441846,1.088293,-0.082524,0.25,-0.365377,-0.200231,0.353553,0,0.154916,0.35895,-0.068026,-0.355388,-0.5,0,0,0,0.530212,0.311127,-0.374351,0.060826,0.311464,0.097409,-0.3226,0.098044,0,-0.707107,0,0,0,0,0,0,not_high
2.245572,1.067061,0.2462,0.833333,0.236994,-0.061072,1.178511,0,-0.338127,0.402699,-0.191813,0.179512,-0.333333,0,0,0,-0.619605,-0.141421,-0.332756,0.354821,-0.233177,0.568004,0.483359,0.062392,-0.471405,0,0,0,0,0,0,0,not_high
1.658696,0.951589,0.280414,0.5,0.110008,-0.108686,0.707107,0,0.38087,-0.514706,-0.311768,-0.409387,-1,0,0,0,-0.338182,0.537401,0.332756,-0.353553,-0.125427,0.34112,0.136344,0.31493,0,0,0,0,0,0,0,0,not_high
1.457239,0.946551,-0.485945,0.361111,0.503906,-0.019109,0.510688,0,-0.636789,-0.132933,0.1421,0.148369,-0.277778,0,0,0,0.230815,-0.282843,0.083189,-0.043085,0.055558,-0.238457,0.229912,-0.071305,0.31427,-0.707107,0,0,0,0,0,0,not_high
1.363159,0.656052,0.167343,0.5,0.046477,0.447614,0.707107,0,0.030435,0.764706,-0.080072,0.170859,0,0,0,0,0.608727,0.565685,-0.332756,0,0.612826,0.263884,-0.066448,0.101015,0.707107,0.707107,0,0,0,0,0,0,not_high
1.183345,1.144061,0.534713,0.027778,0.560977,-0.231815,0.039284,0,0.44689,0.306452,0.342936,-0.499064,0.055556,0,0,0,-0.046825,-0.678823,-0.707107,0.273719,0.317356,-0.034402,0.141262,-0.053479,0.078567,0,0,0,0,0,0,0,not_high
1.94351,1.334612,0.663917,0.430556,0.295358,0.456202,0.608898,0,-0.220201,-0.223276,-0.050807,0.197727,-0.138889,0,0,0,-0.367979,-0.056569,-0.665512,0.121653,-0.435207,0.565386,0.213441,-0.11587,0.510688,-0.707107,0,0,0,0,0,0,not_high
1.073534,1.03425,-0.286654,0.027778,-0.295634,-0.604435,0.039284,0,0.112843,0.189068,-0.176617,-0.305908,0.055556,0,0,0,0.357574,0.19799,-0.707107,-0.188815,-0.000842,-0.450963,0.698114,0.065363,0.078567,0,0,0,0,0,0,0,not_high
2.49421,1.472833,0.08182,0.722222,0.277933,0.15393,1.021376,0,0.36,0.223645,0.49617,-0.133748,-0.555556,0,0,0,0,-0.509117,-0.374351,-0.062094,-0.02357,0.654551,0.020218,0.231741,0.628539,0,0,0,0,0,0,0,not_high
2.212915,1.152255,0.006823,0.75,0.681091,-0.211511,1.06066,0,-0.205217,0.582543,0.369158,-0.239714,0.5,0,0,0,-0.375074,-0.084853,-0.499134,0.09124,-0.015994,0.235017,0.524236,0.199059,0,0.707107,0,0,0,0,0,0,not_high
2.009686,1.007952,0.579619,0.708333,0.406882,0.415442,1.001735,0,0.204415,-0.068996,-0.269659,0.353073,-0.583333,0,0,0,-0.106894,-0.39598,0.707107,0.176143,0.364497,0.32491,0.266597,0.008913,0.589256,0,0,0,0,0,0,0,not_high
1.644019,1.211898,0.153988,0.305556,0.513529,0.236655,0.432121,0,0.049833,0.099937,0.196363,0.399839,-0.388889,0,0,0,-0.35379,-0.424264,0.582323,-0.030413,0.108591,0.633779,-0.331336,-0.157465,0.157135,0.707107,0,0,0,0,0,0,not_high
1.680834,1.229071,-0.317411,0.319444,0.487548,0.538296,0.451763,0,-0.505151,-0.290059,0.054475,0.500157,-0.361111,0,0,0,0.501833,-0.19799,0.166378,-0.051956,0.137212,0.131755,0.465322,-0.11587,0.196419,0.707107,0,0,0,0,0,0,not_high
1.590803,1.23725,0.332313,0.25,0.467962,0.08352,0.353553,0,0.056923,0.164875,-0.041578,-0.090893,0.5,0,0,0,-0.315478,-0.39598,-0.707107,-0.1546,0.399852,-0.165708,0.204633,0.196088,0.707107,0,0,0,0,0,0,0,not_high
1.427162,1.230743,-0.673417,0.138889,0.220136,0.278712,0.196419,0,-0.361338,0.140892,0.05031,0.012114,0.277778,0,0,0,0.280951,-0.622254,0.415945,0.216694,-0.134687,0.054314,0.03594,0.255509,0.392837,0,0,0,0,0,0,0,not_high
1.700517,1.052336,-0.265541,0.458333,0.299149,0.101284,0.648181,0,-0.62796,-0.276038,0.168759,-0.503383,-0.083333,0,0,0,0.29987,-0.226274,0.249567,-0.617134,0.143947,-0.218433,0.368614,-0.077247,0.589256,-0.707107,0,0,0,0,0,0,not_high
1.717782,1.030317,-0.739618,0.486111,0.1772,-0.181142,0.687465,0,-0.27291,-0.064727,0.270011,-0.530504,-0.027778,0,0,0,0.321154,-0.707107,0.291162,-0.24584,-0.365339,0.46435,-0.203636,0,0.667823,-0.707107,0,0,0,0,0,0,not_high
1.519323,1.28362,0.588185,0.166667,-0.070473,0.523241,0.235702,0,0.115251,0.07685,0.340258,-0.051241,0.333333,0,0,0,-0.459265,-0.622254,-0.415945,-0.524628,-0.217183,0.264015,-0.163606,-0.065363,0.471405,0,0,0,0,0,0,0,not_high
1.96216,1.038993,0.119542,0.652778,-0.161716,0.027003,0.923167,0,-0.913512,-0.058718,0.097466,0.188085,0.305556,0,0,0,0.065744,-0.056569,-0.582323,-0.185014,0.588414,0.408054,-0.343459,0.145581,-0.274986,-0.707107,0,0,0,0,0,0,not_high
1.340793,0.947956,0.107934,0.277778,-0.427506,0.128612,0.392837,0,-0.43913,-0.047807,0.119306,-0.44916,0.555556,0,0,0,0.086083,-0.707107,-0.623918,-0.242038,-0.529488,0.193136,-0.012594,0.121813,-0.628539,0,0,0,0,0,0,0,not_high
1.849375,1.044059,-0.236059,0.569444,-0.170941,0.081077,0.805316,0,-0.13592,0.032996,-0.06739,-0.063376,-0.861111,0,0,0,0.458319,0.650538,-0.665512,0.073499,-0.210448,-0.187901,0.458311,-0.103986,0.196419,0,0,0,0,0,0,0,not_high
1.706551,0.999444,-0.316539,0.5,-0.124181,0.04509,0.707107,0,0.270635,-0.239195,-0.146867,-0.26564,-1,0,0,0,0.693863,0.311127,0.45754,0.481542,-0.707107,0.428695,-0.21641,-0.044566,0,0,0,0,0,0,0,0,not_high
1.287572,0.384047,-0.326484,0.638889,0.399661,0.115969,0.903525,0,0.110368,-0.145161,0.11732,0.029389,-0.722222,0,0,0,0.580348,0.424264,0,0.205289,0.068185,0.198745,-0.000682,0.454569,0.392837,0,0,0,0,0,0,0,not_high
1.405895,0.816639,-0.211097,0.416667,-0.574911,-0.062966,0.589256,0,-0.046288,-0.027936,0.335334,-0.391874,0.833333,0,0,0,0.160814,0.226274,-0.665512,-0.46887,-0.376282,-0.078825,-0.165403,0.273335,-0.235702,0,0,0,0,0,0,0,not_high
1.61622,0.98768,-0.520206,0.444444,0.116382,0.146787,0.628539,0,0.542809,-0.342926,0.248819,-0.082737,-0.111111,0,0,0,-0.505144,0.141421,0.166378,-0.605729,-0.329983,-0.02524,0.044922,-0.011884,0.549972,0.707107,0,0,0,0,0,0,not_high
1.418827,0.515302,-0.298086,0.638889,0.619427,-0.145357,0.903525,0,0.692776,-0.096774,0.623494,-0.413095,-0.722222,0,0,0,-0.236491,0.19799,0,0.136859,0.351028,-0.004655,0.262627,-0.044566,0.392837,0,0,0,0,0,0,0,not_high
1.134433,0.839805,-0.744066,0.208333,0.130241,0.034398,0.294628,0,0.41806,-0.233871,-0.644355,0.188566,0.416667,0,0,0,0.591226,0,0,0.330743,0.318198,0.043339,0.479756,0.606092,0.589256,0,0,0,0,0,0,0,not_high
1.655548,1.04665,0.461366,0.430556,0.525434,-0.117549,0.608898,0,0.197592,0.185484,0.220336,0.572514,-0.138889,0,0,0,-0.173111,-0.452548,-0.707107,0.444793,0.003367,-0.227145,0.088896,-0.166378,0.510688,-0.707107,0,0,0,0,0,0,not_high
1.998492,1.507445,-0.319974,0.347222,-0.301881,-0.445541,0.491046,0,-0.813913,-0.293011,0.36195,-0.285432,0.694444,0,0,0,0.036893,-0.226274,-0.707107,0.178678,0.214657,-0.08664,0.044888,0,-0.432121,0,0,0,0,0,0,0,not_high
2.205334,1.576795,0.326923,0.444444,-0.402285,0.387829,0.628539,0,0.296187,0.156072,0.385374,0.012932,0.888889,0,0,0,-0.344803,0.650538,-0.041595,-0.262314,-0.117851,0.45072,-0.13739,-0.121813,-0.157135,0,0,0,0,0,0,0,not_high
2.098363,1.351973,-0.054077,0.527778,0.06452,0.078353,0.74639,0,-0.761538,0.088077,-0.02494,0.325966,0.055556,0,0,0,0.337236,0,-0.540729,0.27752,0.499184,-0.44354,0.318415,0.196088,-0.628539,0.707107,0,0,0,0,0,0,not_high
1.862428,0.82141,-0.015042,0.736111,-0.294035,0.433533,1.041018,0,-0.666555,0.321316,-0.265336,0.212872,-0.527778,0,0,0,0.047298,-0.424264,-0.374351,-0.357355,-0.304729,0.333548,0.13314,-0.106957,0.667823,0,0,0,0,0,0,0,not_high
1.733367,0.692349,-0.092865,0.736111,-0.246447,-0.135406,1.041018,0,-0.483077,0.426312,0.103599,0.499799,-0.527778,0,0,0,0.108786,-0.622254,-0.415945,-0.076033,0.038723,0.350225,0.160213,0.353553,0.667823,0,0,0,0,0,0,0,not_high
1.263722,0.870885,-0.01986,0.277778,0.058719,-0.145827,0.392837,0,0.786288,-0.644423,0.277773,-0.38856,-0.444444,0,0,0,-0.302235,0,0.041595,0.324407,-0.345977,-0.059212,0.040822,0.222828,0.078567,0.707107,0,0,0,0,0,0,not_high
1.368649,1.231156,-0.087652,0.097222,-0.504424,-0.244529,0.137493,0,-0.121338,0.120915,0.170627,0.198929,0.194444,0,0,0,0.280951,0.452548,-0.45754,0.628539,0.275267,0.127661,0.39726,0.246596,0.274986,0,0,0,0,0,0,0,not_high
1.088362,0.695525,0.03965,0.277778,0.142431,0.346103,0.392837,0,-0.208763,-0.079222,0.197965,-0.226295,-0.444444,0,0,0,0.383588,0.678823,0.332756,0.444793,0.138896,0.383505,-0.026753,0.08616,0.078567,0.707107,0,0,0,0,0,0,not_high
1.615508,0.849475,-0.294202,0.541667,0.324956,-0.615422,0.766032,0,-0.645819,-0.494624,0.466565,-0.344546,-0.916667,0,0,0,0.218044,-0.282843,0,-0.243306,-0.671751,-0.082639,-0.088625,-0.059421,0.117851,0,0,0,0,0,0,0,not_high
1.568574,1.097169,0.042291,0.333333,0.154075,-0.564768,0.471405,0,-0.327425,-0.795857,-0.120796,-0.267547,-0.333333,0,0,0,0.526901,-0.424264,0.041595,0.224297,0.081654,0.252592,-0.196083,0.291162,0.235702,0.707107,0,0,0,0,0,0,not_high
1.836582,1.129475,0.303258,0.5,0.234947,0.463076,0.707107,0,0.086421,-0.740038,-0.26257,0.250259,0,0,0,0,-0.386899,-0.509117,0.207973,-0.159669,0.074078,0.362715,0.133084,-0.023768,0.707107,0.707107,0,0,0,0,0,0,not_high
1.369202,0.622811,-0.185712,0.527778,0.466186,0.085223,0.74639,0,-0.09893,-0.105313,-0.118115,0.039398,-0.944444,0,0,0,0.595483,-0.678823,0.124784,0.273719,-0.487399,0.300156,-0.356234,-0.089131,0.078567,0,0,0,0,0,0,0,not_high
2.116449,1.271849,0.575084,0.597222,0.38491,-0.299385,0.8446,0,0.237659,0.433744,-0.296324,-0.205632,0.194444,0,0,0,-0.003311,-0.339411,-0.249567,-0.39157,-0.119535,0.144936,0.183403,0.273335,-0.432121,-0.707107,0,0,0,0,0,0,not_high
1.448863,0.447128,-0.245006,0.708333,0.360594,-0.135141,1.001735,0,0.482809,-0.234029,0.158674,0.04806,-0.583333,0,0,0,-0.505144,0.226274,0.041595,-0.098843,-0.404903,0.326256,-0.164827,0.011884,0.589256,0,0,0,0,0,0,0,not_high
2.139742,1.236217,0.16502,0.638889,0.136637,0.820886,0.903525,0,-0.347291,0.055819,0.308474,-0.015601,0.277778,0,0,0,-0.689133,-0.19799,-0.540729,0.32314,0,0.224117,0.323952,0.219857,-0.31427,-0.707107,0,0,0,0,0,0,not_high
1.678154,0.676419,0.045149,0.708333,-0.513457,0.363684,1.001735,0,0.491973,0.311301,0.188896,0.422477,0.416667,0,0,0,0.695755,0,-0.332756,-0.458732,-0.12206,0.227575,0.254816,0.008913,-0.117851,-0.707107,0,0,0,0,0,0,not_high
1.43341,0.608452,0.065131,0.583333,0.026452,-0.044259,0.824958,0,-0.266823,-0.441651,0.272906,0.090385,-0.833333,0,0,0,0.358047,-0.678823,0.207973,-0.581652,-0.35187,0.151929,-0.350432,0.362467,0.235702,0,0,0,0,0,0,0,not_high
1.383983,0.775086,0.041985,0.430556,0.076068,-0.001061,0.608898,0,-0.361873,0.504744,0.103634,0.541423,0.861111,0,0,0,0.336763,-0.565685,-0.540729,0.159669,-0.008418,0.114573,0.014263,0.059421,-0.196419,0,0,0,0,0,0,0,not_high
1.795539,0.931297,0.525281,0.611111,0.548137,-0.12304,0.864242,0,-0.225686,-0.662661,-0.103725,-0.161136,-0.777778,0,0,0,-0.432305,-0.113137,0.124784,-0.195151,-0.042931,0.269998,-0.187307,0.338698,0.31427,0,0,0,0,0,0,0,not_high
1.385276,0.737095,-0.404354,0.458333,-0.013764,-0.523257,0.648181,0,0.538462,-0.44028,-0.230169,-0.488378,-0.083333,0,0,0,-0.652714,0,0.083189,0.548705,-0.15489,-0.079704,-0.214938,0.032681,0.589256,0.707107,0,0,0,0,0,0,not_high
1.331002,0.309625,-0.327936,0.722222,-0.055094,-0.262026,1.021376,0,-0.102876,-0.396215,-0.36707,0.038541,-0.555556,0,0,0,0.193922,0.339411,0.041595,0.287658,0.135529,0.335305,-0.07407,0.380293,0.628539,0,0,0,0,0,0,0,not_high
1.519855,0.950241,-0.892934,0.402778,0.227285,-0.406945,0.569614,0,0.147559,-0.266129,-0.016548,-0.321039,-0.194444,0,0,0,0.519806,0.311127,0,0.376363,-0.494133,-0.246478,0.323241,-0.050508,0.432121,-0.707107,0,0,0,0,0,0,not_high
1.817635,0.91411,0.323264,0.638889,0.7976,0.224794,0.903525,0,-0.228562,-0.504638,-0.570282,0.183047,-0.722222,0,0,0,-0.379804,-0.056569,0.041595,-0.344683,0.075761,-0.094343,0.506774,0.077247,0.392837,0,0,0,0,0,0,0,not_high
1.675685,0.654309,0.545726,0.722222,-0.013979,0.242191,1.021376,0,-0.633244,-0.400643,-0.279312,0.308231,-0.555556,0,0,0,0.320681,-0.19799,0.499134,0.280055,0.111117,0.423217,-0.173197,0.050508,0.628539,0,0,0,0,0,0,0,not_high
1.546643,1.468075,0.85881,0.055556,0.196735,-0.041495,0.078567,0,0.194381,-0.179686,-0.44045,0.430506,0.111111,0,0,0,-0.121083,-0.39598,-0.582323,-0.013939,0.117851,-0.104346,0.143559,-0.166378,0.157135,0,0,0,0,0,0,0,not_high
1.62774,1.411679,-0.258391,0.152778,0.976067,-0.01105,0.21606,0,-0.284415,-0.196395,-0.254312,0.04774,0.305556,0,0,0,-0.458792,-0.056569,0.041595,0.319339,0.665859,-0.318404,0.45918,0.490221,0.432121,0,0,0,0,0,0,0,not_high
1.063437,0.650958,-0.452996,0.291667,0.152915,-0.149835,0.412479,0,-0.232241,-0.271505,0.322131,-0.435372,-0.416667,0,0,0,0.180679,0.509117,0,-0.087438,-0.470563,-0.286059,-0.07013,0.139639,0.117851,0.707107,0,0,0,0,0,0,not_high
1.478615,1.105419,-0.847805,0.263889,0.008903,0.127529,0.373195,0,0.495987,-0.306926,0.280661,-0.315706,-0.472222,0,0,0,0.701431,0,0.124784,0.558842,-0.206239,0.603153,0.154659,0.106957,0.039284,0.707107,0,0,0,0,0,0,not_high
1.139078,0.903376,-0.0127,0.166667,-0.276288,-0.211029,0.235702,0,-0.479599,0.147691,-0.019722,0.474325,0.333333,0,0,0,0.028852,0.707107,-0.665512,-0.402975,0.193613,-0.211403,0.217117,0.118841,0.471405,0,0,0,0,0,0,0,not_high
1.564016,0.640849,-0.037666,0.652778,-1.007878,-0.433757,0.923167,0,-0.031973,-0.238088,-0.091658,0.12189,0.305556,0,0,0,0.011352,0.056569,-0.540729,-0.046887,0.282843,0.365351,0.483021,0.112899,-0.274986,-0.707107,0,0,0,0,0,0,not_high
1.41784,1.260705,-0.431756,0.111111,0.063436,-0.090838,0.157135,0,0.615987,0.019608,0.01444,-0.050192,0.222222,0,0,0,-0.42994,0.113137,0.499134,-0.471405,-0.021045,0.294005,-0.112767,-0.095073,0.31427,0,0,0,0,0,0,0,not_high
2.09326,0.737972,-0.338333,0.958333,0.188173,0.190028,1.355288,0,0.964883,0.360057,0.520472,-0.090262,-0.083333,0,0,0,-0.049663,0,-0.665512,0.239504,-0.123744,-0.342279,0.215059,0.213915,-0.117851,0,0,0,0,0,0,0,not_high
1.249893,1.210609,0.269107,0.027778,0.152502,-0.50227,0.039284,0,-0.327692,0.22101,0.16146,-0.022922,0.055556,0,0,0,0.554807,-0.39598,-0.623918,0.320606,0.383016,0.057455,-0.094309,0.121813,0.078567,0,0,0,0,0,0,0,not_high
2.10017,1.098435,-0.228289,0.708333,-0.549714,0.133998,1.001735,0,-0.411973,-0.228969,-0.019535,0.057835,0.416667,0,0,0,0.152773,-0.678823,-0.582323,0.212892,0.327458,0.382328,0.203078,0.439713,-0.117851,-0.707107,0,0,0,0,0,0,not_high
1.616134,0.575116,0.195012,0.736111,0.162721,-0.096147,1.041018,0,-0.612709,0.242832,0.155054,-0.048913,0.472222,0,0,0,0.264869,-0.282843,-0.707107,0.206556,-0.469721,0.173823,-0.415472,0.145581,-0.039284,-0.707107,0,0,0,0,0,0,not_high
2.13203,1.051728,-0.096778,0.763889,0.126974,-0.115464,1.080302,0,-0.752977,0.012545,0.060009,0.02457,-0.472222,0,0,0,0.292775,-0.056569,-0.707107,-0.096308,0.410795,-0.447149,0.482376,0.038623,-0.667823,0,0,0,0,0,0,0,not_high
1.325125,0.618018,0.415209,0.5,0.177897,0.183264,0.707107,0,-0.579599,-0.768817,0.531489,0.349812,0,0,0,0,0.311695,-0.282843,0,0.144463,-0.405745,0.015911,-0.023938,0,0.707107,-0.707107,0,0,0,0,0,0,not_high
1.960448,0.997997,0.090597,0.680556,0.365668,-0.035883,0.962451,0,0.349833,0.402593,0.246132,0.114278,-0.638889,0,0,0,-0.212369,-0.707107,-0.540729,-0.167273,0.055558,-0.020622,0.155147,0.062392,0.510688,0,0,0,0,0,0,0,not_high
1.352924,1.31364,0.204217,0.027778,0.565215,-0.193889,0.039284,0,-0.315452,0.001845,-0.226183,-0.312151,0.055556,0,0,0,-0.615821,-0.169706,0.45754,0.297796,-0.066502,0.261809,-0.189715,-0.002971,0.078567,0,0,0,0,0,0,0,not_high
1.665023,1.036483,0.18285,0.444444,-0.088915,-0.074681,0.628539,0,0.023679,0.184693,-0.159704,-0.066684,0.888889,0,0,0,-0.701904,0.678823,-0.499134,-0.288925,0.258431,-0.120631,0.339678,0.112899,-0.157135,0,0,0,0,0,0,0,not_high
1.312515,0.62505,-0.150827,0.486111,0.276901,0.027562,0.687465,0,-0.354582,-0.354997,0.287921,-0.481732,-0.027778,0,0,0,0.318789,-0.59397,0.041595,0.072231,0.553059,0.217778,0.178321,0.448627,0.667823,-0.707107,0,0,0,0,0,0,not_high
1.109871,1.109871,0.408173,0,0.557284,0.168105,0,0,0.382943,-0.536,-0.040056,0.272767,0,0,0,0,-0.165543,-0.707107,0.041595,-0.457465,0.264323,-0.310869,0.180067,-0.032681,0,0,0,0,0,0,0,0,not_high
1.503392,0.698076,-0.405099,0.569444,-0.507794,-0.071983,0.805316,0,0.016722,-0.699557,0.127157,-0.060651,-0.861111,0,0,0,0.16507,0.141421,0.166378,0.212892,-0.46467,0.351553,-0.062164,0.439713,0.196419,0,0,0,0,0,0,0,not_high
2.099119,1.038459,0.496328,0.75,0.358983,0.077927,1.06066,0,0.171304,0.014021,0.505188,0.070741,0.5,0,0,0,-0.153719,-0.39598,-0.623918,0.141928,0.19698,0.133606,-0.451028,0.187175,0,-0.707107,0,0,0,0,0,0,not_high
2.035421,1.328314,0.341572,0.5,0.141167,0.045012,0.707107,0,0.459866,0.269186,-0.008635,-0.35369,0,0,0,0,-0.056758,-0.707107,-0.332756,-0.084904,-0.677644,0.594721,0.050729,0.365438,-0.707107,-0.707107,0,0,0,0,0,0,not_high
1.581444,1.3261,0.099014,0.180556,0.26134,0.420483,0.255344,0,0.102274,-0.304449,-0.182934,0.622316,0.361111,0,0,0,-0.449332,-0.59397,0.415945,-0.253443,0.570736,0.312028,0.477346,-0.041595,0.510688,0,0,0,0,0,0,0,not_high
1.561639,0.933099,-0.001536,0.444444,0.710251,0.037983,0.628539,0,-0.296522,-0.379032,0.582018,0.368538,-0.111111,0,0,0,-0.645619,-0.226274,0,0.536033,-0.359446,-0.160959,-0.383671,0.261451,0.549972,0.707107,0,0,0,0,0,0,not_high
1.284701,0.891863,-0.507475,0.277778,-0.544035,0.295555,0.392837,0,0.131104,0.452456,0.467742,0.671423,0.555556,0,0,0,0.185409,0,-0.45754,0.002534,-0.212132,0.449355,-0.031178,0.101015,-0.628539,0,0,0,0,0,0,0,not_high
0.966246,0.887678,0.138444,0.055556,0.302991,-0.046593,0.078567,0,0.21893,-0.392789,-0.200912,0.123387,0.111111,0,0,0,-0.595483,0.509117,0.083189,0.638677,-0.15489,-0.25046,0.457278,-0.148552,0.157135,0,0,0,0,0,0,0,not_high
1.515395,0.788646,0.209104,0.513889,0.491395,-0.036719,0.726749,0,0.706622,0.428315,0.375439,-0.343818,0.027778,0,0,0,-0.018919,0.39598,-0.707107,-0.055758,0.547166,-0.006114,-0.148242,0.347611,-0.667823,-0.707107,0,0,0,0,0,0,not_high
1.773168,0.908926,-0.099644,0.611111,-0.470493,-0.550463,0.864242,0,-0.114247,0.121811,-0.289802,-0.221922,-0.777778,0,0,0,0.319262,0.480833,-0.45754,0.470137,-0.17846,0.566639,-0.016346,-0.026739,0.31427,0,0,0,0,0,0,0,not_high
1.488523,0.584998,0.308882,0.638889,-0.049166,0.433673,0.903525,0,-0.787224,0.312988,-0.281742,-0.072532,0.277778,0,0,0,0.046352,-0.254558,-0.540729,0.116584,-0.179302,0.44756,-0.09644,0.160436,-0.31427,-0.707107,0,0,0,0,0,0,not_high
1.717782,1.030317,-0.739618,0.486111,0.1772,-0.181142,0.687465,0,-0.27291,-0.064727,0.270011,-0.530504,-0.027778,0,0,0,0.321154,-0.707107,0.291162,-0.24584,-0.365339,0.46435,-0.203636,0,0.667823,-0.707107,0,0,0,0,0,0,not_high
1.461204,0.793381,-0.498116,0.472222,0.139674,0.446144,0.667823,0,-0.553177,0.080118,0.530022,0.293728,-0.055556,0,0,0,0.066217,-0.565685,0.374351,0.103912,-0.076603,0.260482,-0.175781,-0.106957,0.628539,0.707107,0,0,0,0,0,0,not_high
1.305553,1.148418,-0.19882,0.111111,0.008742,0.361009,0.157135,0,0.054381,-0.232606,0.384851,0.035277,0.222222,0,0,0,0.586024,0.509117,0.374351,0.231901,-0.075761,0.256368,-0.357381,0.22877,0.31427,0,0,0,0,0,0,0,not_high
2.157212,1.017984,-0.173248,0.805556,-0.763568,0.174039,1.139228,0,0.136054,0.188805,-0.413242,0.056749,-0.388889,0,0,0,0.446967,0.254558,-0.166378,-0.433388,0.245804,-0.102906,0.472226,-0.020797,-0.549972,0,0,0,0,0,0,0,not_high
1.832783,1.106034,0.84298,0.513889,0.525221,0.005488,0.726749,0,-0.088094,0.087339,-0.313086,0.222902,-0.972222,0,0,0,-0.181152,-0.056569,-0.582323,-0.548705,0.218025,0.258444,-0.42354,0.026739,0.039284,0,0,0,0,0,0,0,not_high
1.770876,0.867351,-0.027773,0.638889,0.324837,0.588956,0.903525,0,0.188562,-0.395056,0.511905,-0.037041,-0.722222,0,0,0,-0.468724,0.678823,0.207973,-0.333278,-0.088388,0.246646,-0.035491,-0.098044,0.392837,0,0,0,0,0,0,0,not_high
